Gene,MCF10A_Hypoxia_Log2,MCF12A_Hypoxia_Log2
FAM126A,0.34846903,0.711756263
FAM126B,0.240664449,0.624178002
FAM127A,0.17255504,0.203267102
FAM127B,-0.036567658,0.044946305
FAM127C,-0.283091161,-0.105195766
FAM129A,-0.023595731,-0.392829981
FAM129B,0.43801713,1.027377381
FAM129C,0.063341288,-0.042487337
FAM131A,-0.095694478,0.266980414
FAM131B,0.012212992,-0.230165844
FAM131C,0.194869762,0.136596228
FAM133A,0,0
FAM133B,0.081156708,-0.084048086
FAM134A,0.487704193,0.729951663
FAM134B,-0.330971367,-0.689970514
FAM134C,0.676529203,0.040575616
FAM135A,-0.352404477,-0.907372089
FAM135B,0.008399581,0.027480724
FAM136A,-0.405767816,-0.087792937
FAM13A,0.464807342,1.895034514
FAM13B,0.067548199,0.053210664
FAM13C,0,0.083153555
FAM149A,0.061870476,-0.006254995
FAM149B1,0.263246808,0.171207219
FAM151A,0.161948576,0.038360377
FAM151B,-0.064603525,-0.077569887
FAM153A,0,0.023805642
FAM153B,-0.03442699,0.054111851
FAM155A,0.025088956,0
FAM155B,-0.282349188,-0.389874314
FAM156A,-0.201608962,-0.193627012
FAM156B,0.153745887,0.560490884
FAM157A,0.210093785,0.149318445
FAM157B,-0.12321398,-7.40E-11
FAM157C,0.392805464,-0.088138463
FAM159A,-0.058843361,0.108238615
FAM160A1,0.540414414,0.799950382
FAM160A2,-0.066681218,0.277937183
FAM160B1,0.160299675,0.068116067
FAM160B2,-0.09533073,-0.322116103
FAM161A,0.146663787,-0.069039067
FAM161B,0.149573698,0.063138135
FAM162A,0.742587892,2.767050241
FAM166A,0,0.015098109
FAM166B,0.008399581,-0.027861267
FAM167A,1.146970783,0.353392601
FAM167B,0.009713097,0.021225729
FAM168A,0.81201918,1.343313817
FAM168B,-0.130073799,0.483487278
FAM169A,-0.254203936,-0.199034955
FAM169B,0.02505344,0.002621834
FAM171A1,-0.276394912,-0.218590588
FAM171A2,0.026052388,0.385830731
FAM171B,0.100860018,0.020831539
FAM172A,0.309627081,0.129641905
FAM173A,-0.757822145,0.186509028
FAM173B,-0.322457515,-0.257466343
FAM174A,0.030903051,0.253909027
FAM174B,-0.038397247,-0.003526532
FAM175A,0.393850469,0.538202744
FAM175B,0.120641211,-0.449997536
FAM177A1,0.127965213,0.54437462
FAM178B,0.008399581,0
FAM180A,0,0.021225729
FAM180B,0.008399581,0
FAM181B,0,0.027480724
FAM182A,0.008399581,-0.06312002
FAM182B,0.008399581,-0.073327414
FAM183A,0,0.10219921
FAM184A,-0.078504705,-0.019535204
FAM184B,0.022492693,0.060225632
FAM185A,-0.031757836,-0.199773903
FAM186A,-0.015272678,-0.006254995
FAM186B,-0.028476686,-0.091001977
FAM187A,0.001857521,-0.154527712
FAM189A1,0,0.03576355
FAM189A2,-0.058843403,0
FAM189B,0.253139189,0.450949288
FAM192A,-0.284822089,-0.069344785
FAM193A,0.279993462,0.131633668
FAM193B,0.337072742,1.416908277
FAM196A,-0.01519615,0.019557885
FAM196B,0.050295978,-0.018684209
FAM198A,0.008399581,0
FAM198B,-0.257713486,0.066771707
FAM199X,0.141416999,0.733149781
FAM19A2,-0.021758308,-0.079273331
FAM19A3,0.008399581,0
FAM200A,0.130794256,-0.531892484
FAM200B,0.066018556,0.245453739
FAM201A,0.083388704,-0.259432303
FAM204A,0.103056018,0.206871184
FAM206A,0.316984473,0.393232945
FAM207A,-0.164208796,0.010300236
FAM208A,0.684450792,-0.768260469
FAM208B,-0.621745115,-1.288516654
FAM209A,0,-0.017471487
FAM209B,0,0
FAM20A,0.039171855,0.082056241
FAM20B,-0.052562726,0.480450231
FAM20C,1.091240178,-1.103922863
FAM210A,0.525918792,1.545564989
FAM210B,-0.205358576,0.261576276
FAM212A,-0.414400712,-0.208839141
FAM212B,-0.242237184,-0.75232096
FAM213A,0.135422812,-0.460576312
FAM213B,-0.45910366,-0.52412397
FAM214A,0.424019286,0.020479884
FAM214B,1.070656314,0.976290002
FAM215A,-0.046811747,0.023440503
FAM216A,0.025186952,0.073660885
FAM217A,-0.00684519,0.054447759
FAM217B,-0.117908767,-0.532411742
FAM218A,0.097057601,-0.121292163
FAM219A,0.491596541,2.763473764
FAM219B,0.259979629,0.126408241
FAM220A,0.00146844,-0.076790605
FAM221A,0.053122673,-0.004739303
FAM221B,0.008399581,-0.006841135
FAM222A,-0.040407307,0.023440503
FAM222B,0.180901264,-0.608710784
FAM223A,-0.011846104,0
FAM223B,-0.011846104,0
FAM227A,0.032712681,0.003905785
FAM227B,0.276549592,-0.058208285
FAM228B,0.435678103,-0.078365378
FAM229A,0.224946357,0.712183136
FAM229B,-0.188959805,0.067172633
FAM234A,0.030275338,0.120144995
FAM234B,0.017432142,0.435344732
FAM24B,0.261770032,0.373880422
FAM26E,0.017186551,-0.006254995
FAM26F,0.02505344,0.04819274
FAM27C,-0.091669694,-0.286036567
FAM27E3,-0.112903928,-0.393849218
FAM30A,0.02505344,-0.018684209
FAM32A,-0.122008604,-0.615892213
FAM35A,-0.068649632,-0.734217529
FAM3A,0.395595551,0.468404778
FAM3B,0.008399581,-0.018915247
FAM3C,0.165145051,0.369804507
FAM43A,0.082630276,0.932285473
FAM45A,0.241986571,-0.139326745
FAM46A,1.457528503,1.879660654
FAM46B,0.182202106,1.134512596
FAM46C,-0.042472965,0.005151074
FAM47E,0.079302078,0.086279303
FAM49A,-0.045847413,0.587572504
FAM49B,-0.464452445,0.423655125
FAM50A,0.05914459,0.305349732
FAM50B,0.106922798,-0.388102183
FAM53A,-0.026984291,-0.088659549
FAM53B,-0.37255923,-0.205724734
FAM53C,0.39901996,0.748737091
FAM57A,-0.119272097,-0.276829777
FAM57B,0.027155449,-0.002990119
FAM58A,-0.409012154,0.58747524
FAM60A,0.03152782,0.25856769
FAM64A,-0.233638289,0.694563852
FAM65A,-0.041199732,0.388828484
FAM65B,-0.644676206,-0.035355563
FAM65C,-0.021784332,-0.055345073
FAM66E,-0.009956023,0
FAM69A,0.118173157,0.211956121
FAM69B,-0.01519615,-0.141169253
FAM71E1,0.053460177,0.052404867
FAM71F2,0.016750541,-0.02485889
FAM72A,0.20277725,1.031086517
FAM72B,0.110874216,0.477412212
FAM72C,0.161854061,0.382881049
FAM72D,-0.161535441,0.785238254
FAM76A,0.239728724,-0.088965189
FAM76B,0.298816958,0.711517337
FAM78A,-0.081065048,-0.03388136
FAM78B,-0.11464797,-0.00917553
FAM81A,-0.242635908,-0.146540511
FAM83A,0.837361882,0.784807723
FAM83B,0.510820265,0.913011071
FAM83D,-0.575167296,0.933752998
FAM83E,0.107679325,0.039174567
FAM83F,1.223117789,0.234694747
FAM83G,0.664237709,0.704890902
FAM83H,-0.201298435,-1.420995122
FAM84A,0.095110769,-0.224420573
FAM84B,-0.093437589,-0.657196943
FAM86B1,-0.110402028,-0.298557686
FAM86B2,0,0
FAM86C1,-0.346670343,-0.428151157
FAM86C2P,-0.147877963,-0.318639024
FAM86JP,-0.029758824,-0.132445146
FAM87A,0.013393679,-0.059094497
FAM89A,-0.283014383,-0.494736739
FAM89B,0.003945925,0.363733006
FAM8A1,0.430948549,0.520157012
FAM90A1,0.01313842,-0.006254995
FAM91A1,-0.19502925,0.372207819
FAM92A,0.003337168,-0.594758197
FAM92B,0.008399581,-0.018684209
FAM96A,-0.248661095,0.220946011
FAM96B,-0.094170921,0.926833149
FAM98A,-0.512997284,-1.213701648
FAM98B,-0.248175467,-0.507774345
FAM98C,0.293467283,0.216472053
FAM9B,-0.075453929,0.008787233
FAM9C,0.01938218,0.063662454
FAN1,-0.332574205,-0.245527508
FANCA,-0.626233066,0.005979264
FANCB,-0.101930987,0.13373257
FANCC,-0.300082437,0.15852998
FANCD2,-0.41299317,0.223771953
FANCD2OS,0,0.027480724
FANCE,0.070428928,0.789859792
FANCF,0.011637196,-0.194234248
FANCG,-0.365128169,0.259958907
FANCI,-0.471022235,0.599320771
FANCL,-0.054003236,-0.563872505
FANCM,-0.077377113,0.09036293
FANK1,0.061191922,0.534636985
FAP,0.739093123,0.760091489
FAR1,-0.067717475,-0.069734497
FAR2,-0.056636882,0.044568714
FARP1,0.354832285,0.597819473
FARP2,-0.513796119,-0.705200487
FARS2,-0.250479951,0.100018118
FARSA,-0.402134196,-1.169316519
FARSB,-0.387444072,-1.032289739
FAS,0.132945305,0.282335492
FASN,0.109174837,1.099767983
FASTK,-0.094445454,0.03607664
FASTKD1,-0.30176614,-0.961909922
FASTKD2,-0.160570894,-0.858575301
FASTKD3,-0.201498422,-0.133004673
FASTKD5,-0.886598842,-0.457232759
FAT1,1.156436887,0.923310183
FAT2,0.181451698,-0.848278525
FAT3,0,0
FAT4,1.14326236,0.484068817
FAU,-0.419483551,1.189625903
FAXC,-0.351420444,-0.093997787
FAXDC2,0.264127579,0.088803837
FBF1,-0.281646909,-0.163448717
FBL,-0.191686737,0.95539098
FBLIM1,0.830508034,0.082136647
FBLL1,0,-0.006254995
FBLN1,0.509019655,1.073734148
FBLN2,0.033308828,0.100660057
FBLN5,0.215128833,-0.012482987
FBLN7,0.008440786,0.027480724
FBN1,0.866220521,0.354114794
FBN2,-0.020470991,-0.59476742
FBN3,0.008399581,0
FBP1,0.001457709,0.021225729
FBP2,0,0
FBRS,0.324588503,1.049498258
FBRSL1,-0.456011952,-0.369714879
FBXL12,0.168507184,0.439552202
FBXL13,0.017921515,-0.006914282
FBXL14,-0.191779676,-0.14239373
FBXL15,-0.383210833,0.268823756
FBXL16,-0.282829766,0.247647505
FBXL17,0.363920197,0.452687459
FBXL18,-0.247012416,-0.030970579
FBXL19,0.347080689,0.037709046
FBXL19-AS1,-0.173191972,-0.21253553
FBXL2,0.440608099,0.101849368
FBXL20,0.58531827,0.157308316
FBXL22,0.02505344,0.002613923
FBXL3,0.668629496,0.718197521
FBXL4,0.010815331,-0.142422215
FBXL5,0.576289982,0.282380631
FBXL6,-0.853853816,-0.239559489
FBXL7,0,0
FBXL8,0.1280592,0.341628118
FBXO10,0.1666864,-0.406508286
FBXO11,0.317018969,0.487550229
FBXO15,0.251393596,0.12430748
FBXO16,-0.001737827,-0.06948374
FBXO17,-0.254930733,0.174609236
FBXO18,-0.259967249,-0.148215247
FBXO2,0.663184224,0.340012695
FBXO21,-0.279466111,0.438379683
FBXO22,-0.485946829,0.570657944
FBXO24,-0.005140407,0.079931818
FBXO25,-0.09412658,-0.248701154
FBXO27,0.079749074,0.288624162
FBXO28,0.514720668,-0.611946391
FBXO3,-0.142285602,0.137711621
FBXO30,-0.08176672,-0.111867079
FBXO31,0.252035904,-1.025568094
FBXO32,0.367176224,0.488235957
FBXO33,-0.310953854,1.040871669
FBXO34,0.375450207,0.297168772
FBXO36,-0.063662085,0.027642086
FBXO38,0.445577247,0.040553483
FBXO4,-0.081450702,-0.123985299
FBXO40,0.049679224,0.014997737
FBXO41,-0.151324724,-0.301361468
FBXO42,0.115035844,0.655627314
FBXO43,-0.027177611,0.019378801
FBXO44,0.022168511,0.842360345
FBXO45,0.089792725,0.108315657
FBXO46,0.262054825,-0.527605567
FBXO48,0.128572364,0.01806799
FBXO5,-0.190040159,0.248762326
FBXO6,-0.181167302,0.133949345
FBXO7,0.215656028,1.215249249
FBXO8,0.092027222,0.480760482
FBXO9,-0.286782786,-0.407034304
FBXW10,-0.04972489,0.010008617
FBXW11,0.017649505,0.801925945
FBXW12,0.103158491,0.013850845
FBXW2,-0.260763901,-0.256291098
FBXW4,0.059198395,0.340653653
FBXW5,0.153689816,0.687626716
FBXW7,0.103375527,0.321208672
FBXW8,-0.211208858,-0.54522393
FBXW9,-0.177201072,0.28330327
FCAR,0.018812034,0.040839566
FCER1G,0.009713097,0.014997737
FCF1,-0.019636481,-0.683322196
FCGBP,0.02505344,-0.031007256
FCGR1B,0.025053431,-0.006254995
FCGR2A,0.016750507,-0.012917494
FCGR2B,0,0
FCGRT,-0.013502986,0.022567993
FCHO1,0.190047505,0.013959375
FCHO2,0.453636359,0.280890373
FCHSD1,0.735241349,0.41848062
FCHSD2,0.263353926,0.493769857
FCMR,0.151124763,-0.03537957
FCN1,0.001457709,-0.022622756
FCRL1,-0.044606639,-0.012482987
FCRL2,0,-0.006487782
FCRL3,0.017921515,0
FCRL5,-0.026421197,-0.042400754
FCRLA,0.034199586,0.096179273
FCRLB,0.074719627,-0.071528544
FDFT1,0.164248743,1.558331572
FDPS,0.596448628,1.271079207
FDX1,-0.140237118,0.534662098
FDX2,-0.184196448,0.091358671
FDXACB1,-0.133771159,-0.202212322
FDXR,-0.047206624,0.487243863
FECH,-0.536377361,-0.275295498
FEM1A,-0.078723869,-0.372375792
FEM1B,0.4097971,0.799844768
FEM1C,1.062268103,1.697065773
FEN1,-1.34314186,-0.499043001
FER,0.599359312,0.50908067
FER1L4,1.114047357,0.490432053
FER1L5,0.054986953,-0.010313729
FERMT1,-0.139578216,-0.533197021
FERMT2,0.247807739,1.284049233
FERMT3,-0.069660079,-0.018684209
FES,0,-0.006254995
FEZ1,-0.15860932,-0.250069154
FEZ2,0.258590519,0.408620573
FFAR1,-0.023595731,0
FFAR2,0.007487019,-0.018828627
FFAR4,-0.066204421,0.080920077
FGD1,0.165346956,0.180989191
FGD2,0.066132073,-0.02024099
FGD3,0.02505344,-0.018684188
FGD4,0.907486246,0.960764786
FGD5,0.008399578,-0.006270348
FGD6,0.783060947,0.517459895
FGF1,-0.011864703,0.216626952
FGF11,0.248956053,1.926174583
FGF12,0.008399581,-0.01248298
FGF13,0.115399614,0.222885478
FGF14,0.008399581,-0.040154189
FGF18,-0.01519615,-0.006254995
FGF2,0.121039837,-0.396474412
FGF22,-0.015038538,0.054550347
FGF23,0.326356587,0.859560574
FGF5,0.062077776,-0.046683797
FGF7,0.052004758,-0.037363535
FGF8,0.02505344,0.014997737
FGF9,-0.039536685,0.008288824
FGFBP1,-1.141918244,-0.606283665
FGFBP3,-0.050634944,-0.120220387
FGFR1,-0.120229842,0.155258772
FGFR1OP,-0.14639887,0.077605633
FGFR1OP2,0.22650023,0.999307514
FGFR2,-0.158291696,-0.723004621
FGFR3,-0.641841527,-0.271421304
FGFR4,0.38788685,0.075907906
FGFRL1,0.313861514,0.439918043
FGGY,-0.039997709,0.220212233
FGL2,0.016757702,-0.016767431
FH,-1.162455918,0.697318581
FHAD1,0.001457709,-0.018684221
FHDC1,-0.451078296,-0.207523076
FHIT,0.036302947,-0.010142361
FHL1,0.478453862,0.063689095
FHL2,0.036070293,-0.190827381
FHL3,0.249117506,0.141202287
FHOD1,-0.245708132,-0.25904195
FHOD3,-0.057119324,-1.019567094
FIBCD1,-0.028142833,0.145088518
FIBIN,0.048333295,-0.018684209
FIBP,-0.331995784,0.660635812
FICD,-0.070245119,-0.027718945
FIG4,0.08005599,0.179257665
FIGN,0.358189091,-0.074218542
FIGNL1,-0.193125749,-0.005086781
FIGNL2,0,0
FILIP1,0.025055178,-0.031629331
FILIP1L,0.120060069,0
FIP1L1,-0.219084451,-0.727242246
FIS1,-0.378515358,1.021570662
FITM1,0,-0.02485889
FITM2,-0.238437889,-0.138434113
FIZ1,-0.290472435,-0.345522003
FJX1,-0.794883558,-1.468550111
FKBP10,0.254269871,0.19373476
FKBP11,0.237541925,-0.010199383
FKBP14,0.149087847,-0.054794478
FKBP15,0.278949187,0.281284019
FKBP1A,-0.135069625,0.732058837
FKBP1B,0.164527041,0.314758471
FKBP2,0.351490109,0.378566751
FKBP3,-0.146215302,0.45592804
FKBP4,-0.796959194,0.337576875
FKBP5,0.201669217,0.617193524
FKBP6,0.031768327,-0.02517266
FKBP7,-0.012012281,-0.051540129
FKBP8,0.484067929,1.552265368
FKBP9,0.806479469,0.748516793
FKBP9P1,0.422187782,0.325182296
FKBPL,0.145402515,-0.049228793
FKRP,-0.031030045,-0.250786095
FKTN,0.197752173,-0.402247463
FLAD1,-0.907235545,-1.177715985
FLCN,0.541565778,0.225916194
FLG,-0.072781771,-0.498345379
FLG2,-0.01350292,0.033445567
FLI1,-0.144909208,0.001200026
FLII,0.261282509,0.962437412
FLNA,0.707817908,1.234005764
FLNB,1.445894121,1.391075601
FLNC,-0.044606639,0.145143957
FLOT1,0.048706368,0.217671847
FLOT2,0.010415549,0.27890346
FLRT1,-0.019085225,-0.024825311
FLRT2,0.224918458,-0.951998153
FLRT3,1.174745788,0.382285537
FLT1,-0.015179483,0
FLT3LG,-0.090272433,0.012279041
FLT4,-0.021758308,-0.006254995
FLVCR1,-0.138543684,0.207703183
FLVCR1-AS1,-0.19834098,-0.035383864
FLVCR2,-0.026558298,-0.162170231
FLYWCH1,0.276063218,-0.243066573
FLYWCH2,-0.354585965,-0.124932906
FMC1,-0.215882025,0.264449674
FMN1,-0.101308218,0.014570608
FMN2,0.009713097,0.002621834
FMNL1,0.297397061,0.276759902
FMNL2,0.878726003,-0.954007473
FMNL3,-0.015414429,-0.016920544
FMO3,0.017366512,0
FMO4,0.035061323,-0.056499527
FMO5,0.164395317,-0.070955164
FMR1,0.38578746,0.49552736
FN1,1.57519461,0.883819481
FN3K,0.098074936,0.032682084
FN3KRP,-0.055628894,0.045534408
FNBP1,0.718474838,1.054011841
FNBP1L,0.872082298,2.191448961
FNBP4,0.622011344,0.375709993
FNDC1,0,-0.012482987
FNDC10,-0.143061171,-0.215998833
FNDC11,0.148805737,-0.006254995
FNDC3A,0.767152105,0.300198189
FNDC3B,0.847098371,0.492281888
FNDC4,0.32703999,0.033587613
FNDC5,0.016750541,0.041964772
FNIP1,1.108536608,0.981087302
FNIP2,-0.03666318,-0.013582533
FNTA,0.510638414,0.748391337
FNTB,0.458616337,1.074613391
FOCAD,-0.092203998,0.042427504
FOLH1,0.008399581,0.008796515
FOLR1,-0.005294502,-0.063610649
FOPNL,0.520478272,0.819323049
FOS,0.829550645,3.48458677
FOSB,-0.056460836,0.278383674
FOSL1,-0.501044331,-0.46418341
FOSL2,1.70072155,2.38079482
FOXA1,-0.060246035,-0.04282108
FOXA2,-0.030061213,-0.024858919
FOXA3,0.008399581,0
FOXC1,-0.381265775,0.642210631
FOXC2,-0.182707816,-0.277957733
FOXD1,0.228042466,1.818301639
FOXD2,-0.083664133,0.04432709
FOXD3,0,-0.03712953
FOXD4,-0.023595731,-0.007802005
FOXD4L1,0,-0.008139307
FOXD4L5,0,0.011221825
FOXF1,0,0
FOXF2,0.071589866,-0.062994124
FOXG1,-0.023595731,-0.006254995
FOXH1,0.043941779,0.049419209
FOXI1,-0.023595741,0
FOXJ1,0,0
FOXJ2,0.36870618,0.829024257
FOXJ3,0.718294487,0.525821893
FOXK1,0.934948691,-0.070495907
FOXK2,-0.182161154,-0.242247328
FOXL1,0.105358512,-0.502014541
FOXL2,-0.046811747,-0.027861273
FOXL2NB,0.019686176,-0.025020866
FOXM1,-0.538838869,0.83478335
FOXN2,-0.029065541,0.096031546
FOXN3,0.154526025,1.302806178
FOXO1,0.214713508,-0.426396635
FOXO3,1.014690005,1.790884467
FOXO4,0.321085365,0.154145256
FOXO6,0.042998772,0.312947001
FOXP1,0.297939129,-0.071091135
FOXP2,0.018592954,0.147992113
FOXP3,0,-0.006254995
FOXP4,-0.257029969,0.154575486
FOXQ1,0.006657587,-0.028357891
FOXRED1,-0.59979718,-0.319843222
FOXRED2,-0.544173812,-0.54492117
FPGS,-0.409088514,-0.03350543
FPGT,-0.201020551,-0.401310644
FPR1,0.13694569,0.002621834
FRA10AC1,0.078809416,0.049918336
FRAS1,-0.024703913,-0.120928077
FRAT1,-0.261609966,-0.412188823
FRAT2,-0.734967213,-0.799844461
FREM2,0.03731717,0
FRG1,-0.179108831,0.109036829
FRK,0.341411944,0.770055037
FRMD1,0.016750541,-0.006257866
FRMD3,0.16860659,0.127534028
FRMD4A,0.02681772,-0.011236563
FRMD4B,0.339496682,-0.472682917
FRMD5,-0.072781739,0.002621834
FRMD6,0.261748717,0.64535465
FRMD6-AS1,0.059815491,0.07065252
FRMD8,-0.492005641,-0.615670407
FRMPD1,-0.028742851,0.008745404
FRMPD2,0.004595555,-0.18831988
FRMPD3,0,0
FRRS1,0.791350589,0.082941417
FRRS1L,0.029769489,0.008707721
FRS2,0.291107639,0.447031527
FRS3,-0.061453062,0.201471702
FRY,0.376438407,0.066472361
FRYL,0.52495674,0.037446645
FRZB,0.033308828,0.157541207
FSBP,0.013972373,0.236976926
FSCN1,0.716640009,1.613383746
FSCN2,-0.023595731,-0.024858908
FSD1,-0.046811747,0.120411638
FSD1L,0.256248893,0.673971864
FSD2,0.055336397,0.049596969
FSIP1,0.028044459,-0.024793844
FSIP2,0.21593227,-0.024197382
FST,-0.149751962,0.110715469
FSTL1,0.649221007,0.825806405
FSTL3,1.244534789,1.619663955
FSTL4,0.008399581,0.014997737
FTCD,0.008399581,-0.006254995
FTCDNL1,-0.14084756,-0.056499477
FTH1,0.771747879,0.499307573
FTL,0.374123442,0.997577546
FTO,-0.050452554,0.501886289
FTSJ1,0.210621689,0.234871898
FTSJ3,-0.777372412,-1.239585923
FUBP1,-0.073652912,1.000143728
FUBP3,-0.26707387,-0.274687473
FUCA1,-0.137668108,-0.072149015
FUCA2,0.255045651,1.033691538
FUK,-0.516663756,-0.060091124
FUNDC1,-0.028188387,0.362067286
FUNDC2,-0.019789202,0.494847192
FUOM,-0.353725308,0.021225729
FURIN,0.029493976,-0.328870125
FUS,-1.054593206,-1.283645008
FUT1,-0.015233513,-0.226302266
FUT10,-0.000700514,-0.371724992
FUT11,2.019889961,3.503479617
FUT2,-0.024344145,-0.014767721
FUT3,0.913231606,0.177076003
FUT4,-0.023595731,-0.058516677
FUT6,0.018484811,0
FUT8,0.846970666,-0.009268799
FUT9,0,0
FUZ,-0.166306611,-0.115453354
FXN,-0.724178486,-0.49288515
FXR1,0.586682244,1.088268719
FXR2,0.013338118,1.17447781
FXYD1,0.008399581,0.048512839
FXYD3,0.499516785,0.818473411
FXYD5,0.417214848,0.961042445
FXYD6,-0.038412167,0
FXYD7,0.008399581,0.03576355
FYB,0.268208205,-0.596402039
FYCO1,0.267924577,-0.51047623
FYN,0.089412054,0.067761829
FYTTD1,-0.16348148,0.305640045
FZD1,-0.298183224,-0.148227558
FZD2,0.543955526,-0.017652393
FZD3,0.308834761,0.402696124
FZD4,-0.1043931,-0.1811955
FZD5,-0.361305645,-0.098570651
FZD6,-0.35780813,-0.489167529
FZD7,0.25843585,-0.240335642
FZD8,-0.263723247,-0.293975158
FZD9,0,0
FZR1,0.139542855,0.581096908
G0S2,0,0.129448351
G2E3,0.33134683,0.575603059
G3BP1,-0.432799416,-0.597715949
G3BP2,-0.111896607,0.712232232
G6PC,-0.00684519,0.029708533
G6PC2,0.025103941,0
G6PC3,-0.407455277,0.395315907
G6PD,-0.632653915,0.293367729
GAA,0.278244073,0.007010372
GAB1,0.575803434,0.742100579
GAB2,0.069413278,0.254406786
GAB3,0.299377112,0.014997737
GABARAP,-0.036542111,1.248114444
GABARAPL1,0.433636172,1.858802028
GABARAPL2,-0.2644624,0.923658085
GABBR1,0.170622744,0.330312922
GABBR2,-0.03969367,0
GABPA,0.075018589,0.704406609
GABPB1,-0.181625191,-0.446829852
GABPB2,0.170358229,-0.534811177
GABRA2,0.798909571,0.03576355
GABRA3,0,0.014997737
GABRB3,0.016838886,-0.006448155
GABRD,0.02239094,0.030894073
GABRE,0.141388765,-0.454279546
GABRG2,0.074909061,0.105853163
GABRG3,0.008762431,-0.012604352
GABRP,0.087280994,0.378391298
GABRQ,0,0
GABRR2,0,0
GAD1,0.167900586,0.241273468
GAD2,0.057795287,0.014997737
GADD45A,0.359637032,0.598325908
GADD45B,-0.343479036,4.307544827
GADD45G,0,0.138856972
GADD45GIP1,-0.276667909,0.997354582
GADL1,0.015242634,0.054968435
GAGE1,0,0
GAK,-0.092985718,0.290416904
GAL,0,1.260583416
GAL3ST1,0.081873075,0.062235749
GAL3ST2,0.033308828,0
GAL3ST4,-0.046811747,0.04848707
GALC,0.017921515,0.121949485
GALE,0.351207348,0.078617541
GALK1,-0.046958962,0.406235795
GALK2,0.375509058,0.268953318
GALM,0.008556607,0.027480724
GALNS,0.385482276,0.11447284
GALNT1,0.399124418,0.435384365
GALNT10,-0.521769545,-0.03177561
GALNT11,0.179365765,0.205175137
GALNT12,-0.01519615,-0.229465265
GALNT13,0,0.031623292
GALNT14,-0.314625339,0.196255547
GALNT15,0.620028828,-0.01291759
GALNT16,0.001628744,-0.00513633
GALNT18,0.146100496,0.195330838
GALNT2,0.47635408,0.928911187
GALNT3,0.632119836,1.026589884
GALNT4,0.306842725,-0.544539803
GALNT5,0.008399581,-0.006254995
GALNT6,0.287919016,-0.182217562
GALNT7,-0.569163417,-0.854209232
GALR1,0.049699246,-0.012488828
GALR2,0.008399581,0.021225729
GALT,0.041065304,-0.42302295
GAMT,-0.029231733,-0.052434237
GAN,0.18216038,0.476329973
GANAB,0.454463205,0.9515944
GANC,0.107655525,-0.333357007
GAPDH,1.577043291,2.945812788
GAPVD1,0.131377258,-0.243421578
GAR1,-0.065731896,-0.314101196
GAREM1,0.548614957,0.115275574
GAREM2,-0.011782486,-0.396121032
GARNL3,0.096868721,-0.06431943
