Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
SPATA5,61.7874,49,15.3664,132.3789
SPATA5L1,117.9999967,60.00002,34.9999802,169.00031
SPATA6,50.70321,15.24035,6.999996,47.123817
SPATA6L,28.97082,10.000003,3.345477,46.72229
SPATA7,87.9999904,19,41.99998,109.00005
SPATA9,2,0,0,0
SPATC1,5.18314,2,1,8.000002696
SPATC1L,137.99981,52.00004,49,229.00017
SPATS2,531.9555,88.99997,160.017679,228.05488
SPATS2L,847.9232552,330.069718,797.01718,2437.025989
SPC24,141.0786,76.05718,73.698887,240.4147
SPC25,67.95683,38.164566,5.530624,92.0406
SPCS1,512.78988,295.9996,345.00034,735.11256
SPCS2,605.8819,177.77778,162.1065746,408.38459
SPCS3,675.9997,266.0058,196.0002,934.36331
SPDEF,5,3.000000015,2,1.000000027
SPDL1,192.999829,117.99963,62.99995003,214.00046
SPDYA,6.29582,1.51486,16.2918,9.73783
SPDYE1,5.61333,2,5.25897,11.0506
SPDYE16,36.2806,2,7.90976,61.2578
SPDYE2,29.8825,3.560835,3.933306,47.60001
SPDYE2B,5.11682,0.714495,3.933306,9.34701
SPDYE3,18.7892,8,8,84.61392
SPDYE5,4.16652,5,4.52275,21.0168
SPDYE6,12.5897,3.72467,0,4.17148
SPECC1,801.45415,196.94276,747.47317,1432.87826
SPECC1L,295.99983,131.00006,139.000082,511.00028
SPEF1,0,0,0,0
SPEF2,50.0681,7,2,27.0000362
SPEG,868.6918085,201.8223777,260.00006,884.00025
SPEN,1067.9955,292.00034,719.0003288,1918.00463
SPESP1,299.8209,90.9431,0,0
SPG11,690.00947,164.00011,81.330899,829.1078354
SPG20,759,231.99953,220.99998,993.00036
SPG20-AS1,5,2,0,6
SPG21,619.67997,309.0003861,358.99972,1061.13129
SPG7,634.16486,205.63144,145.7754,980.97657
SPHK1,39,37.000033,58.99997,194.00001
SPHK2,105.6094107,37.27257,17.038616,145.7323974
SPIB,1.19287,0,1.02065,6.67964
SPICE1,129.03985,35.99997,82.05909,203.06158
SPIDR,490.000233,173.1655594,234.99997,1080.33421
SPIN1,800.00022,243.000318,301.99988,969.9998
SPIN2A,15.01865,3.26928,0,6.12261
SPIN2B,33.98131,14.73071,8.000000137,31.87742
SPIN3,142.9634663,42.99998,12.896948,108.070409
SPIN4,127,36,18,72
SPINK1,3.999996,0,0,1.00254
SPINK5,75.00002,12.0000049,19.00001822,14
SPINK9,2,1,0,3.1066
SPINT1,1873.127444,624.0003,646.54668,1623.99867
SPINT2,4340.40801,1402.363031,3008.00218,3873.98788
SPIRE1,586.49793,159.05336,290.74213,898.86488
SPIRE2,58.734051,27.01767,31.14793217,229.68493
SPN,7.49732,1.08204,2.01826,5.18119
SPNS1,412.8044,178.7815,310.91024,670.42374
SPNS2,6,3,4,24.99998
SPNS3,0,0,0,0
SPOCD1,14.29961,3,4.47674,6.0063601
SPOCK1,211.99988,32.00002,84.00004,174.000096
SPOCK2,2,0,7,7.000001105
SPON1,12,4,10,10
SPON2,0,1,3,17
SPOP,419.061388,149,133.9999695,475.63107
SPOPL,244.000215,55.00004,198,304.99967
SPOUT1,169.597,116.93582,38.35486,475.3811
SPP1,1,0,1,0
SPP2,1.86322,0,1.78365,0
SPPL2A,524.27865,142.5868,75.46845,440.919652
SPPL2B,231.86346,113.99998,135.00007,631.13479
SPPL3,498.06954,170.00011,210.157655,748.99987
SPR,145,121,66,492
SPRED1,593.1767,120.0004508,15.01691,159.1388
SPRED2,414.99968,129.00046,12.000012,311.00047
SPRED3,97.80659,18.99995,8.999994,26.95873
SPRN,12.2465,9.55436,3,62.0326
SPRTN,137.63252,107.068736,25.00005,336.40605
SPRY1,84.00001456,23.99998,59.99996084,67.99999
SPRY2,210.9997,71.00003,9,168.00035
SPRY3,71,7,14,12
SPRY4,387.60984,127.9998,2,66.0296
SPRYD3,223,88,85,503.99953
SPRYD4,88.9498,43.1079,17.0402,241.691
SPRYD7,158.5688,47.00003,70.2664,231.5095
SPSB1,121,52,89.99993,251.00019
SPSB2,29,14,23.00004,139.0001
SPSB3,306.882687,111.1436,250.54184,668.6880347
SPSB4,0,0,0,0
SPTAN1,4376.81222,952.000238,944.310868,4369.345038
SPTB,9.74481,5.25192,0,6.06321
SPTBN1,4170.7606,839.48797,1402.58962,5553.3519
SPTBN2,504.00067,298.00049,126.000044,1319.00191
SPTBN4,4,0,1,4.999999
SPTBN5,11,1,2,9.999999
SPTLC1,633.76669,177.442852,401.95894,979.78875
SPTLC2,762.523738,172.217535,133.69678,685.94791
SPTLC3,767.06615,69.39300003,150.65363,180.13442
SPTSSA,552.289,184,198.809,534.785
SPTSSB,7.000002,2,3,36.000016
SPTY2D1,208.90421,92.99522,60.9999527,236.3952
SPTY2D1-AS1,11,4,5,8
SPX,81,17.999959,0,0
SQLE,3731.99975,781.99969,1022.99944,1739.00382
SQRDL,1696.99978,429.00004,305.9911,827.00065
SQSTM1,3470.90262,1358.58736,2083.7101,9133.81711
SRA1,194.32771,143.34967,41.83315,439.15309
SRBD1,108.99991,31.00003,49.00003,199.99954
SRC,507.00045,186.00049,201.99959,688.00013
SRCAP,997.36178,447.02833,133.61022,1499.63126
SRCIN1,61.18786,22,7.05545,99.93686
SRD5A1,299.22001,89.2323,320.8487,1125.2389
SRD5A3,284.9991,61.87312,116.54855,254.09286
SREBF1,1407.99971,615.99974,1091.999669,3740.18902
SREBF2,4629.17865,1150.8283,1839.77047,3633.48649
SREK1,908.6959,308.00004,304.00005,1004.07075
SREK1IP1,556.20955,108.0068,121.00437,543.35716
SRF,323,177,247,900
SRFBP1,71.13458,39,19.04027,191.14206
SRGAP1,711.06836,124.99267,37.694158,610.086
SRGAP2,1372.64687,316.7183941,380.10893,1020.61133
SRGAP2B,853.76182,113.48305,211.884601,275.2284
SRGAP2C,317.1444401,59.356296,109.006394,221.4519
SRGAP3,427.73318,195.000078,280.53027,1244.04861
SRGN,114.00036,37,10,8
SRI,602.9997,242.00004,729.98598,1568.9944
SRL,1.02927,0,0,0
SRM,567.00047,562.99986,352.00035,1821.00375
SRMS,28,4,1,2
SRP14,1159.98685,489.99981,336.0004,717.00035
SRP19,124.28787,90.42081,48.74595,285.99145
SRP54,460.0002,162.999808,165.00013,568.00034
SRP68,1113.11937,290.0002536,396.7683494,1175.99972
SRP72,2502.0013,667.99957,831.999821,2625.9946
SRP9,2334.6201,810.83036,764.9994,2047.6656
SRPK1,1020.36056,422.8539501,255.00046,2266.9965
SRPK2,644.99961,130.99998,363.00035,1049.00061
SRPK3,3.8038,1,3.01149,9.730223
SRPRA,549.00004,349.00008,265.00007,1121.004
SRPRB,283.54537,202.99989,127.0001,992.6165
SRPX,376.00022,117.99993,68,181.9998
SRPX2,480.86899,76.99994,113.000039,195.2226
SRR,64.86963,34.48347,14.027388,79.37331
SRRD,158.0137,78.84,7.76212,199.33222
SRRM1,1370.78746,417.94447,569.00008,1514.77643
SRRM2,10738.11787,2691.01186,3465.042404,10564.00629
SRRM3,24.00003,8,1,13
SRRM4,5.00458,1,0,0
SRRM5,6.96879,2.07644,0,12.8631
SRRT,778.99952,436.000781,293.99998,1132.000361
SRSF1,1998.35972,1045.5847,532.6552,3092.5609
SRSF10,947.25044,343.99993,271.3793,1227.2753
SRSF11,2056.70202,511.34106,584.72265,1507.71925
SRSF12,18.1402,3,0,2.00416
SRSF2,1693.63054,1081.65374,608.3543,3232.39217
SRSF3,1638.7299,987.9029,1181.445,2665.7402
SRSF4,1660.79581,370.749362,1049.12427,1054.00671
SRSF5,2719.28038,789.00098,556.99948,2313.00092
SRSF6,1350.596,512,314.054,2309.65
SRSF7,900.9998169,645.99992,101.9999701,1496.99992
SRSF8,288.1161,140.99976,61.00005,479.1925
SRSF9,1116.82641,432.60707,555.95109,1171.29604
SRXN1,404,242,163.506,1337
SS18,957.72166,281.99386,443.71619,1063.18332
SS18L1,189.2399,55.00004,49.02632,304.27164
SS18L2,103.30731,75,44,96
SSB,1032.89591,517.9807,406.92493,1751.38695
SSBP1,641.40314,428.12192,351.44658,1338.44734
SSBP2,298.02711,58.062019,79.94014227,177.95176
SSBP3,95.96091768,73.00004007,89.000041,434.99972
SSBP3-AS1,3,0,3,3
SSBP4,406.9998327,198.98487,207.96637,1014.01793
SSC4D,7.18321,3,1,15.53973
SSC5D,2,0,2,2.000001
SSFA2,1011.999434,228.67053,473.1552219,1106.999963
SSH1,647.69504,187.4977,98.53092,857.33353
SSH2,500.56524,98.04305,117.00009,617.04637
SSH3,842.00062,242.00037,275.00047,1380.00238
SSNA1,375.0002,176.99998,336.99946,610.9998
SSPN,18.00003,0,3,9
SSPO,4.12118,1,2,6.999996
SSR1,1435.87267,428.8031229,611.6261,1830.62736
SSR2,2353.71523,737.5357934,1247.2297,2806.37011
SSR3,969.82762,452.33917,856.09742,2191.306804
SSR4,1049.99987,432.05283,568.05492,1096.3207
SSRP1,2304.00274,1022.9997,1290.00322,2957.89339
SSSCA1,169.0198,71,39.18113,253.30416
SSTR2,6.07771,0,2.13009,9.15281
SSU72,870.95171,440.9997,353.0003,1314.1111
SSUH2,2.999999,4.999997211,3.000001458,5.000002804
SSX2IP,136,62.99998,47.99998,131.999945
SSX7,2,0,0,2
ST13,3594.85905,930,1193.718,3009.75289
ST14,1954.99828,762.9998,399,1266.0044
ST18,10.029203,2,0.698224,1
ST20,18.08502,5.44075,7.584466,35.15165
ST20-AS1,14.3678,5.195511,5.2966,42.3253
ST3GAL1,211.51743,75.65429,168.81825,626.99912
ST3GAL2,261.20835,74.273682,24.20318,260.4116
ST3GAL3,145.000035,41.00004279,50.00001,213.9997846
ST3GAL4,819.99989,163.99993,718.99987,748.99961
ST3GAL5,85.74868,13.99999612,14.99999,63.39436909
ST3GAL6,3,6.999999,0.99999986,43.485827
ST5,368.610455,149.7988172,72.9999586,549.0001829
ST6GAL1,401.99983,164.0001,165.9998492,1500.99731
ST6GAL2,4.178658,3.41566,0,0
ST6GALNAC2,189.180512,30,159.81326,938.70863
ST6GALNAC3,1,0,1,0
ST6GALNAC4,300.00017,135.00034,151.00049,759.00009
ST6GALNAC5,16.00003,1,0,1
ST6GALNAC6,566.0257804,146.0000015,221.9036,490.8456332
ST7,142.935529,62.76643123,59.90757001,251.0442313
ST7L,107.8685538,42.999988,20.3920742,86.41045271
ST8SIA1,17.542801,3.008579,5.04243,25.13086
ST8SIA4,24.99998,8,0,1.0006
ST8SIA5,4.0181,0,1.08538,6.03744
ST8SIA6,0,1,1,0
STAB1,0,0,0,0
STAB2,0,1,1,3
STAC,71.000045,6,32,46.00000032
STAC2,40.0377,12,6.000003,5.00184
STAC3,3.64693,1,4.29587,16
STAG1,327.8572398,137,104.12488,506.74445
STAG2,1798.862001,316.8824112,664.9360308,1224.06146
STAG3,31.87031,18.75623,4.13987,94.7379458
STAG3L1,27.1877,11.57,5.07026,40.827
STAG3L2,56.60879,17.82329,8.52053,125.60253
STAG3L3,108.68637,48.09174,4.507,228.77776
STAG3L4,71.4067,44,27.00002446,130.11267
STAM,298,83,51.00004,223
STAM2,170.65457,46.00002,74.000043,237.99985
STAMBP,678.9996914,136.999968,286.999937,726.0004101
STAMBPL1,145.00072,50.00001,18.99996,104.00001
STAP2,222.65495,58.49649,129.95564,330.4727
STAR,2.1776039,1,1.05112,5.92802
STARD10,260.0001981,58.96053,130.0000544,141
STARD13,236.9997447,64,82.00000677,264.9999
STARD3,393.9994686,141.000027,217.0001827,478.99997
STARD3NL,323.1697,96.00004,188.58645,400.7675
STARD4,926.99965,90.999991,665.99978,302.00012
STARD5,16.395789,14.0412,24.01644,146.99995
STARD7,909.45255,519.90139,109.0105,2417.95499
STARD8,50.7477,15,6.3245,18.71698
STARD9,221.23837,26.02442,16,82.10084
STAT1,467.0005743,295.99971,344.0005,1782.98542
STAT2,532.75048,141.9999916,76.10946,811.52381
STAT3,1859.00204,807.9999,827.99974,4409.00041
STAT4,108.0004456,22.99995,9.999996,89.00000007
STAT5A,29.03444,10.796854,31.58984,179.82601
STAT5B,597.96589,199.2036,255.41036,940.36973
STAT6,2324.471832,519.88638,233.999891,2262.373706
STAU1,2284.0056,571.99971,952.00038,2177.9995
STAU2,342.30924,73.36377,242.3323,389.0963598
STBD1,361.05,46.6507,278.924,124.245
STC1,3041.9979,31,243.32348,4
STC2,905.00021,148.00034,194.9996,635.0003
STEAP1,56,23,3,66.97384
STEAP1B,0,0,0,1.02614
STEAP2,81.32885,14.000039,8,65.01918
STEAP3,2095.5886,306.76622,1045.2318,2192.5751
STEAP4,25.74717,8.54903,2.56613,2.000958
STIL,177.10086,83.000011,110.99996,301.24061
STIM1,500.36773,174.12366,244.71199,698.0035803
STIM2,108.99999,63.00004,35.00001,202
STIP1,1045.04263,749.1410103,541.999619,2401.06034
STK10,966.00599,250.00017,231.93353,844.99952
STK11,708.97507,313.99939,578.96262,1790.5233
STK11IP,309.9997,91.99997,75.99998,275.9995212
STK16,272.78927,81.19929,60.07173,246.11117
STK17A,1008,260.9996,591.0004,1635.0005
STK17B,369.29487,65.999977,150.9998,217.0005
STK19,122.40206,29.999999,48.71364596,208.31245
STK24,2070.74293,580.80875,1308.11306,2742.10859
STK25,1101.876182,355.0000216,191.0000007,917.6058101
STK26,344.00023,101,157.0005,407.9998
STK3,168.32234,57.99995,370.999992,601.57724
STK31,1.04872,0,0,2.06809
STK32A,5.01959,2,0,0
STK32B,2,0,0,5
STK32C,168.00005,67.99996,119.999978,370.00044
STK33,18.1218,4.223720539,6.13301,16.4154
STK35,593,169,352,1042
STK36,133.67981,53.999998,31.9999719,188.00003
STK38,283,96,90,510
STK38L,174.00027,60.00002,68.00005,469.99966
STK39,144,66,168.0001,327
STK4,556.42548,131.0402,175.30651,797.57378
STK40,323.0002,101,40.00003,374.00086
STKLD1,6.33402,1,0,5
STMN1,1135.57745,685.00037,803.03875,1795.20262
STMN3,187.9996,42.00001,61,199.00012
STMN4,1,0,0,1
STMND1,2.05032,0,1.00326,1.378
STN1,768.99967,158,372.00037,745.0004
STOM,2293,877.0004,542.4579,3919.813
STOML1,56.0304227,25.000041,20.171941,64.9257
STOML2,1107.99751,564.00001,1279.0023,3561.99535
STON1,28.00000005,3,7.201720068,19.5026
STON2,157.9998,33.000021,54.00002,317.40838
STOX1,5,0,0,0
STOX2,38.99999,9.000001,6.999995,22.9999994
STPG1,171.84498,31.00847,82.08033,183.073005
STPG3,0,0,0,2
STRA6,123.9999707,13.00002,6,27.655317
STRADA,221.0384735,101.000012,70.0000807,310.9182471
STRADB,121.11561,83.63931,51.00001,200.28544
STRAP,1310.00217,724.0004,696.99967,2210.00004
STRBP,68.0000566,45.9999776,62,247.77486
STRC,17.28144051,5.18344,4.00423,6.630707
STRIP1,200.9998522,120.99976,46,412.99957
STRIP2,134.0899,42.99998,51.99997,350.93657
STRN,570.9632,104.2624,261.00021,600.9997
STRN3,376.38077,104.51753,187.00003,490.89097
STRN4,833.931516,307.99955,580.99958,1480.00483
STS,188,40,33,115
STT3A,1975.85054,551.9999,800.99917,1547.72281
STT3B,2216.00045,584.9996,793.0786,1773.00266
STUB1,870.1190323,310.34564,403.192442,1115.57487
STUM,2,1,5,20
STX10,636.00016,187.000204,333.999556,705.99985
STX11,5,1,1,13
STX12,403.99983,108.99999,173.99994,705.99985
STX16,683.8607901,208.8365369,430.442523,1230.567448
STX17,169.92284,77.99995,42,269.00173
STX18,127.00004,63.99997,31.99999,226.00027
STX19,1,0,1,2
STX1A,106.93023,26.713116,45.93186869,176.89973
STX1B,6.999993,2,2.001891,18.020584
STX2,185.999761,53.33873,57.00001,106.39131
STX3,117.00004,33.99998,150.24948,262.08721
STX4,511.284864,111.00001,107.00002,371.00309
STX5,236.0000004,86.000009,90.99998,364.9999
STX6,894.96291,276.971,361.85,1343.7629
STX7,540,101.502,249.0002,688.4346
STX8,220.99996,74.99998,124.966356,234.99983
STXBP1,440.588546,88.99996,112.9999381,322.000257
STXBP2,790.049837,200.60259,604.10502,1209.0034
STXBP3,379.00007,115.57878,107.657908,376.4151
STXBP4,94.00003,20.000044,28.99998,161.70195
STXBP5,817.15116,157.4695301,67.8188224,287.39184
STXBP5L,0,0,0,0
STXBP6,0,0,0,1
STYK1,14.99998,7,3,9
STYX,218.00032,52,86.99996,496.633
STYXL1,180.99986,67.00002,197.00005,438.99951
SUB1,879.4997,396.99072,453.17166,1247.99915
SUCLA2,430.9996164,174.99964,204.0002663,526.00033
SUCLG1,589.00048,351.0005,493.99995,1649.12711
SUCLG2,1269.00361,296.99995,360.99993,810.9216
SUCO,538.00021,84,133.99996,341.0001056
SUDS3,518.21534,183,265.804522,1126.000023
SUFU,219.99958,82.00000014,115.99989,534.00038
SUGCT,68,24,64.9999,135
SUGP1,249.0005,91.99997,80.00004,444.9998
SUGP2,762.329532,285.6235533,504.9996,1038.426
SUGT1,582.51505,177.2695,257.1097653,637.7476
SULF1,15.000031,2,25.189712,27.99996534
SULF2,235.99008,147.00005,282.00022,2649.90696
SULT1A1,79.49594,37.562121,7.88453,46.1952287
SULT1A2,13.0003,3.843209,1.24111,15.43403
SULT1A3,171.25847,47.83923956,21.27085,113.1668
SULT1A4,256.96095,38.23977,4.16491,0
SULT1B1,34.18417,10.8408,4.45792,15.5015
SULT1C2,1.10042,0,0,3.08132
SULT1C4,1.03847,0,1.47677,0
SULT1E1,270.4158,43.99997,5,4.04383
SULT2A1,0,0,0,1
SULT2B1,6.000004,1.00256,8.000003,2
SULT4A1,0,0,4,35.00003
SUMF1,446.21051,120,111.42955,263.7302635
SUMF2,1085.80629,318.8400237,932.00009,2977.6936
SUMO1,811.00028,391.000209,181.99974,501.0001589
SUMO2,1933.001,567.003,1342.133,2374.138
SUMO3,930.99996,366.0001,301.99955,675.08201
SUMO4,1.00041,0,6,0
SUN1,1969.794803,486.8179574,1156.959064,3344.492858
SUN2,2122.05708,479.01388,669.91438,1155.81986
SUN3,1,0,3.0000004,0
SUOX,59.23312,33.99999072,14.00000563,146.67747
SUPT16H,1353.91306,665.999605,434,3031.0013
SUPT20H,427.54212,125.730791,176.0625279,536.27923
SUPT3H,64,22.99996,46.00002,125.00012
SUPT4H1,440.00041,184.00047,186.00007,480.99963
SUPT5H,1126.71099,313.0003294,436.9998261,1703.89483
SUPT6H,1345.12281,399.00038,417.00067,1970.00043
SUPT7L,423.6669,163.4615227,128.0365197,665.2049
SUPV3L1,308.65802,128.00007,89.99996,909.6342
SURF1,88.07703,51.99996011,194.9995877,526.0209508
SURF2,81.923,54.99996,78.99999,420.97953
SURF4,1865.996087,718.00033,903.00043,2271.99622
SURF6,355.381,198.0003,17.54667,731.897
SUSD1,30.00004709,3,3.999998,7.99999908
SUSD2,98,91.99999,65,243.949
SUSD3,2,1,12.99999,27.99995
SUSD4,2.000003,0,1,1
SUSD5,23.000028,22.99999,1,5.00081
SUSD6,560.00027,172.9998,200.00028,943.9995
SUV39H1,132.0005,70,53.00002,111
SUV39H2,132.515042,76,15.99999,140.57445
SUZ12,415.21257,134.70953,71.60642,510.71946
SV2A,0,4,2,14.02808
SV2B,12.07119619,0,1.00000044,3.00474403
SVBP,110.99967,30,28.99995,54.00002
SVEP1,528,217.9997,3.999999988,38.99998513
SVIL,964.1777364,293.5979023,209.7923935,1964.886011
SVIP,15.79651,16.00636,34.00002,52.0032
SVOP,0,0,0,1.00365
SVOPL,1,0,0,0
SWAP70,301.62432,96.000043,194.9996,411.99904
SWI5,119,32.99996,90.00002,162.0001
SWSAP1,16.2455,9.25691,1,39.9487
SWT1,79,13.000003,10,63.99996
SYAP1,875.1328,238.03011,206.0977,724.3717
SYBU,26.9999504,47.99992634,12.00000032,219.9996604
SYCE1,0,0,0,5
SYCE1L,33.10296,13.00001,14,29.62932
SYCE2,7,1.22168,0,1.10528
SYCE3,1,1,0,3
SYCP1,1.15735,0,1,1.25774
SYCP2,20.9999753,3,0,5.999998
SYCP2L,5.000002,0,0,4
SYCP3,4.35846,1,1.55112,4.00044
SYDE1,502.00015,63.00005,24.99995,94.99997
SYDE2,34.0092,9.01879,7.00497,21.01661
SYF2,506.00051,158.0047,379.00084,766.99957
SYK,36.0081,20.99999,15.0000245,110.999968
SYMPK,958.16576,357.0000705,346.07289,1513.999994
SYN1,1.999998,3,0,0
SYN2,4,2,8,12
SYN3,22.00003,11.0000027,1,0
SYNC,2.178368,0,4.48935,68.9225
SYNCRIP,2101.8154,816.0257,531.7022,3584.805
SYNE1,122.132334,41.000016,7,93.02024769
SYNE2,8483.881242,1005.000499,2258.107967,2669.501024
SYNE3,144.42756,34.01851,27.4514,68.28385
SYNE4,12,7.000004,2,11.00001
SYNGAP1,260.76004,61.99729,65.00005,329.383168
SYNGR1,16,2,9.0000058,18
SYNGR2,522.1804,213.00002,428.01009,1400.0262
SYNGR3,18.0000341,6,4,4
SYNGR4,1,0,1,1
SYNJ1,106.00009,39.999951,31.00002532,190.99996
SYNJ2,141.5293,77.00003,49,198.02001
SYNJ2BP,293.1695,93.5623,76.6758,621.5761
SYNM,13,4.48789,1.4969,8.98686
SYNPO,788.2677902,52.00001,269.00021,792.4474
SYNPO2,4.40712,5,0,4
SYNPO2L,7.97452,0,1.00272,3.06009
SYNRG,396.5032074,76.02299,129.99997,513.94311
SYP,5.999996,2,2,7.11762
SYPL1,1150.99711,462.00009,1185.0038,2554.999
SYPL2,1,0,0,1
SYS1,278.6560035,92.00001,98.99999,371.2613
SYT1,18.000043,4,11.00000577,35.99999
SYT11,14.3453,1,4,8.44836
SYT12,148.37482,44.00001,7.000346,127.48
SYT13,0,0,0,1
SYT14,16.054256,6.029992,22.33617,175.5576
SYT15,122.7147,24.37085,28.81552,124.39976
SYT16,7.00493,2,4.00211,4.002061
SYT17,3.999998,1.00077,2.0189,25.002839
SYT2,2.020242,0,1.023011,3.031676
SYT3,0,0,0,0
SYT5,5.008441,0,2.0034,4
SYT7,64.000028,2,79.00002,33
SYT8,4736.99025,1354.00047,1452.99874,3793.00145
SYTL1,664.050945,235,197.37412,867.0207826
SYTL2,72.73325141,10.99999,30.91470012,170.0004055
SYTL3,26.99998,5,9,18.99996
SYTL4,60.146705,18,1,12.77749
SYTL5,0,0,1.0000004,1.9999962
SYVN1,508.9994,161,123.00008,585.9998118
SZRD1,1400.82095,552.82244,662.9999941,1816.37167
SZT2,291.25864,152.499079,67.471392,751.83304
TAB1,320.99974,148.00018,81.99996,364
TAB2,1320.9996,217.0004,651.99947,876.4845
TAB3,569.2653,148.2084,194.31935,1022.372675
TAC4,3.89382,1,0.641932,0
TACC1,328.66844,159.000266,28.00001704,154.050165
TACC2,2046.591709,640.99977,48.00123401,945.0066471
TACC3,627.79201,366.99979,329.99999,677.00047
TACO1,157.06745,90.00002,79,401.7062
TACR1,0,0,1,2
TACR2,5,0,7,8
TACSTD2,1892,464,1485,8685
TADA1,185.0004,75.00004,36,220.9998
TADA2A,69.074792,43.0877,19.77461042,179.73414
TADA2B,127.0448173,77.0454,55.1438,211.02264
TADA3,907.51541,185.44032,233.95069,523.88846
TAF1,373.55568,80.000001,52.999941,402.964674
TAF10,396.9669,194.204,259.32799,540.4384
TAF11,155.808,71,41,235.9996
TAF12,137.9999,66,137.0002,474.0001
TAF13,107.0274,27,38,136
TAF15,837.00006,356.00002,297.9995881,1664.9947
TAF1A,126,49.99996,7.000000194,146
TAF1B,264.57171,67.298424,44.000016,173.00978
TAF1C,263.00053,107.0000013,62.3397644,537.999906
TAF1D,1593.43289,469.5668321,696.75774,1471.99987
TAF2,486.00804,170.00036,227.01308,850.00031
TAF3,90,38,90,190
TAF4,137.00005,57,87.99995,386.0001
TAF4B,215,74,4,232.9999
TAF5,55,40,39,118
TAF5L,456.00021,173.00004,136.9999,503.00043
TAF6,350.917,171.752291,278.07638,695.8165954
TAF6L,76.93693,53.6211,22.99997,157.5475
TAF7,1074,328,343,955
TAF7L,1,0,1,0
TAF8,347.2415,98.00001,83.884,368.27358
TAF9,521.0886,255.32411,179.51209,698.8932412
TAF9B,386.0004,50,132.942,198
TAGLN,451.45219,106.76718,31.965848,33.71183885
TAGLN2,9845.00443,2758.99754,6584.00295,8950.9356
TAL1,0,0,0,0
TALDO1,982.13954,520.07065,525.14123,1427.56661
TAMM41,90.99995,51.00004,9,103.32651
TANC1,948.99976,247.01899,275.00034,1193.00889
TANC2,1246.04527,193,352.9997,928.4667434
TANGO2,70.80021,41.35847541,35.99997,187.0422605
TANGO6,150.00018,90.000025,25.999991,317.173108
TANK,545.9996,139.0002568,174.000462,470.99988
TAOK1,1338.38223,318.00029,613.9998748,1589.03278
TAOK2,459.99972,167.99985,145.9999071,812.0004
TAOK3,454.00344,110.918471,108.00029,426.00144
TAP1,600.26678,245.24311,421.49592,1018.62193
TAP2,470.00236,255.4584629,375.276486,1731.46218
TAPBP,2579.56535,491.90294,554.87751,1796.13668
TAPBPL,77.31087,26.00002,17.00001,109.776914
TAPT1,151.99977,36,18.9999936,113
TARBP1,527.0001,329.00051,180.000186,1106.11519
TARBP2,218.00025,121.99992,70.00003,311.00031
TARDBP,933.9978632,454.00002,341.0003446,1552.99504
TARS,1906.998498,661.0005,618,3062.015676
TARS2,335.44732,180.0004,139.0578301,763.91198
TARSL2,170.00007,39.999929,28.02899,124
TAS1R3,17,1,5,13
TAS2R14,1.23177,0,0,9.50063
TAS2R20,0,2,0,1
TAS2R3,1,0,1,6
TAS2R30,2,0,0,2
TAS2R4,6.73637,3,0,14
TAS2R5,5,0,1,12
TASP1,85.00001,43,29.00001,168.0004
TAT,1,0,0,0
TATDN1,293.9441,132.96788,191.98666,690.82969
TATDN2,459.79882,216.99954,82.09375,462.37317
TATDN3,69.71369697,66.01397001,30.128802,212.0434001
TAX1BP1,696.8716802,209.9997721,1318.852121,2316.374144
TAX1BP3,855.9725,415.6205,470.031,2161.9431
TAZ,224.999973,136.0000003,83.99992005,320.00011
TBC1D1,925.99993,223.9999265,223.000016,518.32506
TBC1D10A,290.01128,66.99671,151.93237,168.94838
TBC1D10B,590.6935794,225.28847,175.42999,807.43866
TBC1D10C,1,2,0,1
TBC1D12,145.02758,31,73.00579,200.38963
